Mfg_Part_Num,Part_Manuf,Part_Desc,Actionability_Category,Primary_Reason
564385,Phillips Lighting (5831),564385 40w Led Med 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
566661,Phillips Lighting (5831),566661 40W LED Cand 27k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
564898,Phillips Lighting (5831),564898 60W Cand Led 50k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
538319,Phillips Lighting (5831),588525 40W Led Cand 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576009,Phillips Lighting (5831),576009 100W Led Par30L Med 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
564450,Phillips Lighting (5831),564450 40W Led Cand 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
572669,Phillips Lighting (5831),572669 60W Led F15 Med 27k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
564906,Phillips Lighting (5831),564906 60W Led Med 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573410,Phillips Lighting (5831),573410 40W Led A19 Med 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576504,Phillips Lighting (5831),576504 65W Led BR40 Med 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576017,Phillips Lighting (5831),576017 100W Led Par30L Med 30k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
574392,Phillips Lighting (5831),574392 40W Led B11 Med 27k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
576751,Phillips Lighting (5831),576751 65W Led BR30 Med 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
583161,Phillips Lighting (5831),583161 Led 65W Med BR30 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
566695,Phillips Lighting (5831),566695 60W Led Med 27k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
577007,Phillips Lighting (5831),577007 125W Led Med 30k Flood,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
566653,Phillips Lighting (5831),566653 25W Led Cand 27k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
566679,Phillips Lighting (5831),566679 40W Led Med 27k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573311,Phillips Lighting (5831),573311 60W Led Med 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573394,Phillips Lighting (5831),573394 60W Led Cand 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573329,Phillips Lighting (5831),573329 60W Cand Led 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
564930,Phillips Lighting (5831),564930 40W Cand Led 50k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
565000,Phillips Lighting (5831),565000 60W Led Med 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
564922,Phillips Lighting (5831),564922 60W Led BA11 50k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573295,Phillips Lighting (5831),573295 40W Led Med 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
564914,Phillips Lighting (5831),564914 60W Med Led 50k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573485,Phillips Lighting (5831),573485 60W Led A19 Med 50k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573337,Phillips Lighting (5831),573337 40W Led G25 Med 50k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
544874,Phillips Lighting (5831),544874 32W Led T8 UBulb 40k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
570846,Phillips Lighting (5831),570846 50W Led Med 22K 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
565473,Phillips Lighting (5831),565473 60W Led A19 Bulb 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573402,Phillips Lighting (5831),573402 60W Led Med 50k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573352,Phillips Lighting (5831),573352 40W Led Med 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573428,Phillips Lighting (5831),573428 40W Med Led 50k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573386,Phillips Lighting (5831),573386 60W Led Med 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
564948,Phillips Lighting (5831),564948 40W Led Med 50k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573303,Phillips Lighting (5831),573303 40W Led Cand 27k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573188,Phillips Lighting (5831),573188 250W Led Par38 Med 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573469,Phillips Lighting (5831),573469 40W Led A19 Med 50k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
565671,Phillips Lighting (5831),565671 25W Led Med 20K,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573204,Phillips Lighting (5831),573204 75W Led Par20 Med 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
581199,Phillips Lighting (5831),581199 60W Led Med 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
565887,Phillips Lighting (5831),565887 60W Led Med 20k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
586867,Phillips Lighting (5831),586867 60W Led Med 27K,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
568451,Phillips Lighting (5831),5686451 50W Led Med 50k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
568444,Phillips Lighting (5831),568444 90W Led Par38 50k 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
573196,Phillips Lighting (5831),573196 75W Led Med 30K,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
564500,Phillips Lighting (5831),564500 75W Adj Base 50k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
571513,Phillips Lighting (5831),571513 40/60/100 Led Med 27k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
588566,Phillips Lighting (5831),588566 40W Led Med 55k 3pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
565655,Phillips Lighting (5831),565655 25W Led A15 Med 20k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
565812,Phillips Lighting (5831),565812 60W Med Led 50k,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
586917,Phillips Lighting (5831),586917 40W Led Cand 27K 2pk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
46719,Maxsa Innovations (MAXIN),49719 Wall Light Motion Wh,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
59061BSL,Kichler Lighting (KICLI),59061BSL Kichler Ext Wall Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
59062BSL,Kichler Lighting (KICLI),59062BSL Kichler Ext Wall Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
59124BKT,Kichler Lighting (KICLI),59124BKT Kichler Ext Wall Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
59025BK,Kichler Lighting (KICLI),59025BK Kichler Post Lt,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
DCL183,Black & Decker/dewlt (2585),Dewalt DCL183 Light - Rechargeable,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
73020,Streamlight (7277),73020 Nano Clip Light Bk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
NEB-FLT-1021,ACG Brands (1154),NEBFLT1021 Slyde King FlashLt,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
NEB-FLT-0053,ACG Brands (1154),NEBFLT0053 2600L Flash Light,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
97708,Police Security (9470),97708 Police 800L Headlight,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
WORK6000XLTPPLUG,Feit Electric (3468),6000L Twin Head Work Light,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
HOM2040M200PRB,Square D Con Prod Dv (6825),HOM2040M200PRB 200A Load Cntr,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
HOM3060L225PGC,Square D Con Prod Dv (6825),HOM3060L225PGC 225 Load Center,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
QO612L100RBCP,Square D Con Prod Dv (6825),QO612L100RBCP 100A Load Center,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
13093005,Southwire/g Turner (6603),4/0 Aluminum Entrance Cable (Linear Foot),Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
12-4 SO,-,12-4 SO Cord (Linear Foot),Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
96263-46-06,Woods Wire Southwire (7579),96263-46-06 CAT5E Wire (Linear Foot),Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
R50003-ID,Southwire/g Turner (6603),16-2 Stranded Wire CL3 500' (Linear Foot),Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
10-4 SO,Southwire/g Turner (6603),10-4 SO Cord (Linear Foot),Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
23346-0408,-,23346-0408 Wire 16/3 SJEWA 250 (Linear Foot),Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
2/2/4 UD ALUM,Southwire/g Turner (6603),2/2/4 UD Aluminum Triplex Wire (Linear Foot),Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
55418901,Southwire/g Turner (6603),6/6/6 UD Triplex Aluminum Wire,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
CG50K,Fenton Bros Electric Inc (FENBR),"CG50K 1/2"" Cord Grip Kit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
R02-D215P-1RW,Leviton Mfg Co (4927),R02D215P1RW 15A Mini Outlet Wh,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
PBUC013,Prime Wire & Cable (3562),PBUC013 15A Wall Tap w/USB,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
R00-GFNT1-00K,Leviton Mfg Co (4927),R00GFNT100K 15A Outlet Br,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
R92-GFWT1-0KW,Leviton Mfg Co (4927),R92GFWT10KW 15A GFCI Outlet Wh,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
R12-AGTR1-0KW,Leviton Mfg Co (4927),R12AGTR10KW 15A GFCI Outler Wh,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
R62-GFTA1-0KW,Leviton Mfg Co (4927),R92GFTA10KW 15A GFCI Outlet Wh,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
165-04729-00C,Leviton Mfg Co (4927),1650472900C 15A 125V Cord Conn,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
161-04720-00C,Leviton Mfg Co (4927),1610472000C 15A 125V Cord Conn,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
R02-GUAC1-0BW,Leviton Mfg Co (4927),R02GUAC10BW 15A/USB Outlet Wh,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
R56-CBR15-00T,Leviton Mfg Co (4927),R56CBR1500T 15A Outlet LA,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
R20-05378-P00,Leviton Mfg Co (4927),R2005378P00 6-50R Welder Outet,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
WC1V12W-SG-UPC,Southwire/g Turner (6603),WC1V12WSGUPC 1G Cover Wh,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
R51-GSRA1-THD,Leviton Mfg Co (4927),R5GSRA1THD 15A GFCI Plug,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
R62-CBR15-00W,Leviton Mfg Co (4927),R62CBR1500W 15A Outlet Wh,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
S03-05226-IS,Leviton Mfg Co (4927),S0305226IS IV Switch / Pilot,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
174-0CSB3-15W,Leviton Mfg Co (4927),174-OCSB3-15A Toggle 3-Way Switch Wh,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
R50-0SL13-000,Leviton Mfg Co (4927),T50-0SL13000 1G Wallplate SS - Blank,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
R52-0PJ13-00W,Leviton Mfg Co (4927),R520PJ1300W 1G Wallplate Wh - Blank,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
XOU2470BCGS,Appliance Dealers Cooperative (APPDE),XOU2470BCGS Tall Beverage Center SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
XOU24BCGSR,Appliance Dealers Cooperative (APPDE),XOU24BCGSR Beverage Center SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
XOU24WDZGBR,Appliance Dealers Cooperative (APPDE),XOU24WDZGBR Beverage Center Bk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
C7CDAAS3PD3,Appliance Dealers Cooperative (APPDE),C7CDAAS3PD3 Café Drip Coffee Maker MB,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
C7CDAAS4PW3,Appliance Dealers Cooperative (APPDE),C7CDAAS4PW3 Café Drip Coffee Maker MW,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
C7CDABS2RS3,Appliance Dealers Cooperative (APPDE),C7CDABS2RS3 Cafe Coffee Maker,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
C7CDABS3RD3,Appliance Dealers Cooperative (APPDE),C7CDABS3RD3 Café Coffee Maker MB,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
C7CDABS4RW3,Appliance Dealers Cooperative (APPDE),C7CDABS4RW3 Café Coffee Maker MW,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
C7CEBBS2RS3,Appliance Dealers Cooperative (APPDE),C7CEBBS2RS3 Cafe Auto Espresso Machine SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
C7CEBBS4RW3,Appliance Dealers Cooperative (APPDE),C7CEBBS4RW3 Café Auto Espresso Machine Wh,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
C7CESAS2RS3,Appliance Dealers Cooperative (APPDE),C7CESAS2RS3 Café Espresso SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
C7CESAS3RD3,Appliance Dealers Cooperative (APPDE),C7CESAS3RD3 Café Espresso Machine MB,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
C7CESAS4RW3,Appliance Dealers Cooperative (APPDE),C7CESAS4RW3 Cafe Espresso Wh,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
WOSP30100SS,Appliance Dealers Cooperative (APPDE),WOSP30100SS Beko Wall Oven SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
MSER2090S,Appliance Dealers Cooperative (APPDE),MSER2090S LG Microwave SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
GCST16S1WSS,Appliance Dealers Cooperative (APPDE),GCST16S1WSS GE Microwave SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
PCWK15C1WSS,Appliance Dealers Cooperative (APPDE),PCWK15C1WSS GE Microwave,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
SMC2266KS,Appliance Dealers Cooperative (APPDE),SMC2266KS Microwave SS Display Only,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
SMD2479JS,Appliance Dealers Cooperative (APPDE),SMD2479JS Microwave Drawer SS Display Only,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
PEP9030DTBB,Appliance Dealers Cooperative (APPDE),"PEP9030DTBB 30"" GE Cooktop Bk",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
CES700P3MD1,Appliance Dealers Cooperative (APPDE),"CES700P3MD1 Cafe 30"" Range Bk - Display",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
PS960YPFS,Appliance Dealers Cooperative (APPDE),"PS960YPFS 30"" GE Electric Range SS - Display Only",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
PB900YVFS,Appliance Dealers Cooperative (APPDE),"PB900YVFS Elect 30"" Range SS",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
PCFE3080AF,Appliance Dealers Cooperative (APPDE),"PCFE3080AF 30"" Elect Range SS - Display Only",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
SLER30524SS,Appliance Dealers Cooperative (APPDE),"SLER30524SS 30"" Elect Range SS",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
LSEL6333ZE,Appliance Dealers Cooperative (APPDE),"LSEL6333ZE LG 30"" Elec Range BS-Display Only",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
KSES530SBE,Appliance Dealers Cooperative (APPDE),"KSES530SBE 30"" Elect Range BO Display Only",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
GCFG3661AF,Appliance Dealers Cooperative (APPDE),"GCFG3661AF 36"" Frigidaire Gas Range SS",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
WSGS7530RZ,Appliance Dealers Cooperative (APPDE),"WSGS7530RZ 30"" Gas Range SS - Display Only",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
CHP90301TBB,Appliance Dealers Cooperative (APPDE),CHP90301TBB Café Cooktop Bk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
CVM517P3RD1,Appliance Dealers Cooperative (APPDE),CVM517P3RD1 Cafe Microwave Bk - Display,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
PMOS1980AF,Appliance Dealers Cooperative (APPDE),PMOS1980AF OTR Microwave SS - Display Only,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
WMMS3330RZ,Appliance Dealers Cooperative (APPDE),WMMS3330RZ OTR Mocrowave SS - Display Only,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
KMMF530PBE,Appliance Dealers Cooperative (APPDE),KMMF530PBE OTR Microwave BO Display Only,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
JXGRILL1,Appliance Dealers Cooperative (APPDE),JXGRILL1 GE Range Grill,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
C9TMA2S3PD3,Appliance Dealers Cooperative (APPDE),C9TMA2S3PD3 Café Toaster MB,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
C9TMA2S4PW3,Appliance Dealers Cooperative (APPDE),C9TMA2S4PW3 Café Toaster MW,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
C90AAAS2RS3,Appliance Dealers Cooperative (APPDE),C90AAAS2RS3 Cafe Toast Oven SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
