Mfg_Part_Num,Fine,Taxonomy_Confidence,Manufacturer_Confidence,Brand_Confidence,Supplier_vs_Manufacturer_Flag,Num_Attributes_Candidate,Num_Attributes_Fused,Num_Conflicts,Overall_Confidence,Overall_Confidence_Band,Needs_Review,Review_Reasons,Validation_Issues,Live_Evidence_Sources
573386,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
564948,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
573303,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
573188,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
573469,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
565671,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
573204,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
581199,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
565887,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
586867,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
568451,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
568444,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
573196,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
564500,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
571513,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
588566,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
565655,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
565812,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
586917,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Phillips Lighting (5831)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
46719,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Maxsa Innovations (MAXIN)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (33),0
59061BSL,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Kichler Lighting (KICLI)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (35),0
59062BSL,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Kichler Lighting (KICLI)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (35),0
59124BKT,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Kichler Lighting (KICLI)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (35),0
59025BK,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Kichler Lighting (KICLI)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (34),0
DCL183,,UNRESOLVED,HIGH,HIGH,False,0,0,0,0.2,LOW,Yes,"taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (54),0
73020,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Streamlight (7277)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (27),0
NEB-FLT-1021,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'ACG Brands (1154)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (33),0
NEB-FLT-0053,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'ACG Brands (1154)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (33),0
97708,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Police Security (9470)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (48),0
WORK6000XLTPPLUG,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Feit Electric (3468)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (55),0
HOM2040M200PRB,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Square D Con Prod Dv (6825)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (45),0
HOM3060L225PGC,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Square D Con Prod Dv (6825)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (55),0
QO612L100RBCP,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Square D Con Prod Dv (6825)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (54),0
13093005,,UNRESOLVED,LOW,LOW,True,1,1,0,0.14,LOW,Yes,"'Southwire/g Turner (6603)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (56),0
12-4 SO,,UNRESOLVED,UNVERIFIED,UNVERIFIED,False,0,0,0,0.0,UNVERIFIED,Yes,"Part_Manuf is placeholder; no entity master match found | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (16),0
96263-46-06,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Woods Wire Southwire (7579)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (42),0
R50003-ID,,UNRESOLVED,LOW,LOW,True,1,1,0,0.09,LOW,Yes,"'Southwire/g Turner (6603)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: dimension chain length has no schema mapping for '' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",,0
10-4 SO,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Southwire/g Turner (6603)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (36),0
23346-0408,,UNRESOLVED,UNVERIFIED,UNVERIFIED,False,0,0,0,0.0,UNVERIFIED,Yes,"Part_Manuf is placeholder; no entity master match found | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (19),0
2/2/4 UD ALUM,,UNRESOLVED,LOW,LOW,True,1,1,0,0.14,LOW,Yes,"'Southwire/g Turner (6603)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",,0
55418901,,UNRESOLVED,LOW,LOW,True,1,1,0,0.14,LOW,Yes,"'Southwire/g Turner (6603)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (56),0
CG50K,,UNRESOLVED,LOW,LOW,True,2,2,0,0.115,LOW,Yes,"'Fenton Bros Electric Inc (FENBR)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: dimension chain length has no schema mapping for '' | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",,0
R02-D215P-1RW,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (47),0
PBUC013,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Prime Wire & Cable (3562)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (43),0
R00-GFNT1-00K,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (47),0
R92-GFWT1-0KW,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (47),0
R12-AGTR1-0KW,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (47),0
R62-GFTA1-0KW,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (47),0
165-04729-00C,,UNRESOLVED,LOW,LOW,True,1,1,0,0.17,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",,0
161-04720-00C,,UNRESOLVED,LOW,LOW,True,1,1,0,0.17,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",,0
R02-GUAC1-0BW,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (47),0
R56-CBR15-00T,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (47),0
R20-05378-P00,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (47),0
WC1V12W-SG-UPC,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Southwire/g Turner (6603)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (54),0
R51-GSRA1-THD,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (47),0
R62-CBR15-00W,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (47),0
S03-05226-IS,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (46),0
174-0CSB3-15W,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (38),0
R50-0SL13-000,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (47),0
R52-0PJ13-00W,,UNRESOLVED,LOW,LOW,True,0,0,0,0.06,LOW,Yes,"'Leviton Mfg Co (4927)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (47),0
XOU2470BCGS,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Appliance Dealers Cooperative (APPDE)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (51),0
XOU24BCGSR,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Appliance Dealers Cooperative (APPDE)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (50),0
XOU24WDZGBR,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Appliance Dealers Cooperative (APPDE)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (51),0
C7CDAAS3PD3,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Appliance Dealers Cooperative (APPDE)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (51),0
C7CDAAS4PW3,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Appliance Dealers Cooperative (APPDE)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (51),0
C7CDABS2RS3,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Appliance Dealers Cooperative (APPDE)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (51),0
C7CDABS3RD3,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Appliance Dealers Cooperative (APPDE)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (51),0
C7CDABS4RW3,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Appliance Dealers Cooperative (APPDE)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (51),0
C7CEBBS2RS3,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Appliance Dealers Cooperative (APPDE)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (51),0
C7CEBBS4RW3,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Appliance Dealers Cooperative (APPDE)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (51),0
C7CESAS2RS3,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Appliance Dealers Cooperative (APPDE)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (51),0
C7CESAS3RD3,,UNRESOLVED,LOW,LOW,True,0,0,0,0.03,LOW,Yes,"'Appliance Dealers Cooperative (APPDE)' not found in entity master | taxonomy: no rule matched, classification UNRESOLVED | extraction: no dimension pattern matched | extraction: item type not confidently identified | no live manufacturer-source evidence gathered for this row in this run -- attributes remain UNVERIFIED (regex/candidate layer only)",MOBILE_DESC out of 60-80 char range (51),0
