row_index,MPN,Part_Desc,Manufacturer,Brand,Classpath,classification_status,classification_method,evidence_tier,evidence_type,evidence_url,evidence_match_status,evidence_summary,taxonomy_validation,contradiction_check,confidence,validation_status,rejection_reason
430,S11606,"S11606 8"" Round Down Lt 30K",Satco Prod Inc,,Lighting & Ceiling Fans>Ceiling Lights>Flush Mount & Recessed Lights,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
431,S11828,"S11828 8"" Led Down Light",Satco Prod Inc,,Lighting & Ceiling Fans>Ceiling Lights>Flush Mount & Recessed Lights,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
432,801274,"801274 10w LED 6"" Retro 50k",Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
433,S11860,"S11860 6"" Downlight White 5 CCT",Satco Prod Inc,,Lighting & Ceiling Fans>Ceiling Lights>Flush Mount & Recessed Lights,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
434,S11562,"S11562 Starfish 6"" D/W Downlight",Satco Prod Inc,,Lighting & Ceiling Fans>Ceiling Lights>Flush Mount & Recessed Lights,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
435,S11646,"S11646 6"" Downlight Wh",Satco Prod Inc,,Lighting & Ceiling Fans>Ceiling Lights>Flush Mount & Recessed Lights,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
436,S11801R1,"S11801R1 6"" Led Downlight Wh",Satco Prod Inc,,Lighting & Ceiling Fans>Ceiling Lights>Flush Mount & Recessed Lights,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
437,S11848,"S11848 10"" Down Light Wh",Satco Prod Inc,,Lighting & Ceiling Fans>Ceiling Lights>Flush Mount & Recessed Lights,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
438,S11849,"S11849 12"" Down Light Wh",Satco Prod Inc,,Lighting & Ceiling Fans>Ceiling Lights>Flush Mount & Recessed Lights,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
439,HLBSL609FS5,"HLBSL609FS5 6"" Down Light",Cooper Lighting,,Lighting & Ceiling Fans>Ceiling Lights>Flush Mount & Recessed Lights,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
440,WF4REGSWW590CRIMW,"WF4REGSWW590CRIMW 4"" Down Light",Lithonia Lighting,,Lighting & Ceiling Fans>Ceiling Lights>Flush Mount & Recessed Lights,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
441,43849WH5CCT,43849WH5CCT Kichler Ceiling Lt,Kichler Lighting,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
442,62-1777,"62-1777 15"" Ceiling Lt Wh",Satco Prod Inc,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
443,62-1778,"62-1778 19"" Ceiling Lt Wh",Satco Prod Inc,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
444,62-1784,62-1784 24x24 Led Ceiling Lt,Satco Prod Inc,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
445,62-1787,"62-1787 15"" Ceiling Lt Bk",Satco Prod Inc,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
446,62-1788,"62-1788 19"" Ceiling Lt Bk",Satco Prod Inc,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
447,SHOP/4X2/840/V1,4' Feit Shop Light 4500L 40k,Feit Electric,Feit Electric,Lighting & Ceiling Fans>Ceiling Lights>Flush Mount & Recessed Lights,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
448,45495BKCLR,45495BKCLR Kichler Wall Lt,Kichler Lighting,,Lighting & Ceiling Fans>Light Fixtures>Lighting Fixtures,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
449,55209NI,55209NI Kichler Wall Sconce,Kichler Lighting,,Lighting & Ceiling Fans>Wall Lights>Wall Sconces & Lanterns,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
450,65-1210,65-1210 2' LED Wrap Lt,Satco Prod Inc,,Lighting & Ceiling Fans>Ceiling Lights>Flush Mount & Recessed Lights,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
451,65-1211,65-1211 4' Led Wrap Light,Satco Prod Inc,,Lighting & Ceiling Fans>Ceiling Lights>Flush Mount & Recessed Lights,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
452,141465,"141465 15W Flor 18"" T12 27k",Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
453,391227,"391227 32W Led 12"" T9 30K",Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
454,392225,"392225 22W Flor 8"" T9 30k",Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
455,S3539,S3539 20W Halogen Pin T4,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
456,S3496,S3496 300W Halogen T3 Bulb,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
457,467316,467316 150W Sodium Med 21k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
458,S3709,S3709 25W Incan 27K,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
459,S4720,S4720 25W Incan 27K,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
460,S3720,S3720 40w Inc A15 Med 26k,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
461,S3702,S3702 40W Incan Med 27K,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
462,S3703,S3703 40W Incan Med 27K,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
463,S3797,S3797 4W Incan Cand 27K 2pk,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
464,S4724,S4724 4W Incan Cand 27K 4pk,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
465,S4717,S4717 6W Incan Cand 27k 2pk,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
466,S3794,S3794 7W Incan Med 27K,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
467,S3795,S3795 7W Incan Med 27K,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
468,S4726,S4726 7W Incan Cand 27K 4pk,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
469,S11429,S11429 60W Led Bulb 27K,Satco Prod Inc,Satco,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
470,S21354,S21354 8W Led T9 Med 27k,Satco Prod Inc,,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
471,S21363,S21363 8W Led Edison ST19 27K,Satco Prod Inc,,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
472,S11445,S11445 12W Led Med 30k Motion,Satco Prod Inc,,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
473,567313,567313 50W Led MR16 30K 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
474,586875,586875 60W Led Multi CCT 4pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
475,576355,576355 60/100/150 Led Med 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
476,576363,576363 100/150/200 Led Med 27k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
477,565374,565374 75W Led A19 Med 27k 4pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
478,565390,565390 75W Led A19 Med 50k 4pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
479,576371,576371 100/150/200 Led Med 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
480,576496,576496 45W Led R20 Med 27k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
481,564856,564856 40W Led ST19 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
482,565796,565796 60W Led A19 Med 20k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
483,576389,576389 100/200/300 Led Med 27k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
484,564492,564492 75W Adj Base 27k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
485,603449,603449 Wiz 60W Led Med Clr Ch,Phillips Lighting,Wiz,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
486,586909,586909 Led 60W Med A19 27K,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
487,566364,566364 75W Led ST19 27k 4pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
488,576397,576394 100/200/300 Led A23 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
489,571497,571497 150W Led Med 27k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
490,576306,576306 40W Led A19 5CCT 4pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
491,588533,588533 40W Led Cand 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
492,576520,576520 65W Led Med 27k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
493,574004,574004 75W Led ST19 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
494,574012,574012 75W Led ST19 50k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
495,573971,573971 75W Led ST19 20k 4pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
496,573989,573989 40W Led Med 27K 4pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
497,576769,576769 65W Led BR30 Med 27k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
498,567446,567446 60W Led Med 50K 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
499,573997,573997 40W Led Med 50k 4pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
500,571463,571463 100W Led BR30 Med 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
501,576512,576512 65W Led BR40 Med 27k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
502,581181,581181 40W Led Med 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
503,GT-CB-100C,GTCB100C Led 100W Cob Bulb,Keystone,GT-Lite,Lighting & Ceiling Fans>Light Bulbs>Light Bulbs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
504,566430,566430 75W Led Med 50k 4pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
505,568337,568337 120W Led Par38 Med 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
506,565788,565788 40W Led A19 Med 27k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
507,565770,565770 40W Led A19 Med 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
508,573436,573436 60W Led A19 Med 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
509,576538,576538 65W Led BR30 Med 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
510,573451,573451 40W Led Med 27k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
511,586883,586883 100W Led Multi CCT 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
512,586859,586859 40W Led Med 27K Back Up,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
513,576488,576488 45W Led R20 Med 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
514,575217,575217 60W Led Med 50k 2pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
515,586479,586479 90W Led Med Multi CCT,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
516,571471,571471 100W Led BR30 Med 27k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
517,570762,570762 50W Led Par16 30k 3pk,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
518,533352,571505 150W Led Med 50k,Phillips Lighting,Philips,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
